context,sigma_ext,delta_theta,theta0,theta_left_target,theta_right_target,eps_left,eps_right,theta_left,theta_right,repeat,shared_noise,left_clipped,right_clipped,effective_delta,correct_right,response_key,choose_right,is_correct,trial_index,sigma_target,sigma_internal
redder,0.16750920555114876,0.2,-0.7853981633974483,-0.8853981633974483,-0.6853981633974483,-0.07113458862823648,0.14505876003283089,-0.9565327520256848,-0.5403394033646174,5,False,False,False,0.2,True,right,1,1,36,0.2,0.10927335473766238
redder,0.10275861980572237,-0.14,-0.7853981633974483,-0.7153981633974482,-0.8553981633974483,-0.1732923257769628,-0.012277363091397209,-0.888690489174411,-0.8676755264888456,2,False,False,False,-0.14,False,left,0,1,37,0.15,0.10927335473766238
redder,0.10275861980572237,0.08,-0.7853981633974483,-0.8253981633974483,-0.7453981633974482,0.005652747168852523,0.05503532986154033,-0.8197454162285958,-0.6903628335359079,1,False,False,False,0.08,True,right,1,1,38,0.15,0.10927335473766238
redder,0.10275861980572237,0.04,-0.7853981633974483,-0.8053981633974483,-0.7653981633974483,-0.09143043265282558,0.002832793377973529,-0.8968285960502739,-0.7625653700194748,5,False,False,False,0.04,True,right,1,1,39,0.15,0.10927335473766238
redder,0.10275861980572237,-0.2,-0.7853981633974483,-0.6853981633974483,-0.8853981633974483,0.09791974870803992,-0.007821828238389651,-0.5874784146894084,-0.8932199916358379,3,False,False,False,-0.2,False,left,0,1,40,0.15,0.10927335473766238
redder,0.16750920555114876,-0.14,-0.7853981633974483,-0.7153981633974482,-0.8553981633974483,-0.22397551018867962,-0.323458261797822,-0.9393736735861278,-1.1788564251952702,3,False,False,False,-0.14,False,left,0,1,41,0.2,0.10927335473766238
redder,0.10275861980572237,-0.04,-0.7853981633974483,-0.7653981633974483,-0.8053981633974483,0.10953196808314249,0.14098098467197823,-0.6558661953143058,-0.66441717872547,5,False,False,False,-0.04,False,right,1,0,42,0.15,0.10927335473766238
redder,0.16750920555114876,-0.08,-0.7853981633974483,-0.7453981633974482,-0.8253981633974483,0.13717554991528674,0.00882785874206102,-0.6082226134821616,-0.8165703046553873,4,False,False,False,-0.08,False,left,0,1,43,0.2,0.10927335473766238
redder,0.10275861980572237,-0.14,-0.7853981633974483,-0.7153981633974482,-0.8553981633974483,-0.057976302919520724,0.06069542463542574,-0.7733744663169689,-0.7947027387620226,3,False,False,False,-0.14,False,right,1,0,44,0.15,0.10927335473766238
redder,0.16750920555114876,-0.2,-0.7853981633974483,-0.6853981633974483,-0.8853981633974483,0.15051698069027816,0.06825799141955226,-0.5348811827071701,-0.817140171977896,0,False,False,False,-0.2,False,left,0,1,45,0.2,0.10927335473766238
redder,0.10275861980572237,-0.04,-0.7853981633974483,-0.7653981633974483,-0.8053981633974483,-0.13559305415390543,0.10851823987431702,-0.9009912175513537,-0.6968799235231313,3,False,False,False,-0.04,False,right,1,0,46,0.15,0.10927335473766238
redder,0.10275861980572237,-0.2,-0.7853981633974483,-0.6853981633974483,-0.8853981633974483,-0.14082598458268145,0.15061494816293516,-0.8262241479801298,-0.7347832152345131,2,False,False,False,-0.2,False,right,1,0,47,0.15,0.10927335473766238
redder,0.10275861980572237,-0.04,-0.7853981633974483,-0.7653981633974483,-0.8053981633974483,-0.009710401239453922,-0.07159061103095074,-0.7751085646369021,-0.8769887744283991,4,False,False,False,-0.04,False,left,0,1,48,0.15,0.10927335473766238
